Timestamp,ClassID,Confidence
1601.0,mandatory,0.4783685803413391
2134.0,mandatory,0.40506917238235474
2201.0,mandatory,0.404217004776001
2268.0000000000005,mandatory,0.5887880325317383
2334.0,mandatory,0.49884527921676636
2401.0000000000005,mandatory,0.46860596537590027
2668.0,mandatory,0.56484454870224
2734.0,mandatory,0.7071530222892761
2801.0,mandatory,0.6000297665596008
4268.0,mandatory,0.5932711958885193
4334.000000000001,mandatory,0.5082094073295593
4401.0,mandatory,0.6584061980247498
4468.0,mandatory,0.5962051153182983
4534.0,mandatory,0.4442920386791229
4668.0,mandatory,0.4759581983089447
start frame,5001.0,
start frame,5068.000000000001,
start frame,5134.0,
6134.0,mandatory,0.4269883334636688
6201.000000000001,mandatory,0.5780695676803589
6268.0,mandatory,0.40845561027526855
6334.000000000001,mandatory,0.5278896689414978
6401.0,mandatory,0.46807125210762024
6468.0,danger,0.4099626839160919
6534.0,danger,0.418098509311676
6601.0,danger,0.40035420656204224
7401.0,danger,0.4423232972621918
7601.0,danger,0.400689959526062
7801.0,danger,0.4407178461551666
7868.0,danger,0.4054112434387207
8000.999999999999,danger,0.42002058029174805
8068.0,danger,0.4081208407878876
8134.0,danger,0.4354063868522644
8201.0,danger,0.4365845024585724
8268.0,danger,0.4246419668197632
8334.0,danger,0.41335445642471313
8401.0,danger,0.43242165446281433
8468.0,danger,0.4262460470199585
8534.0,danger,0.43472912907600403
8601.0,danger,0.46129047870635986
8668.000000000002,danger,0.42408332228660583
8801.0,danger,0.428610235452652
8868.0,danger,0.4147334396839142
8934.000000000002,danger,0.4058690667152405
9001.0,danger,0.4278637170791626
9068.0,danger,0.9144022464752197
9134.0,danger,0.45135360956192017
9201.0,danger,0.9057643413543701
9268.0,danger,0.888064980506897
9334.0,danger,0.879671037197113
9401.0,danger,0.43845850229263306
9468.0,danger,0.889829158782959
9534.0,danger,0.8928493857383728
9601.0,danger,0.4139828681945801
9668.000000000002,danger,0.4457065761089325
9734.0,danger,0.9170445799827576
9801.0,danger,0.9005996584892273
9868.0,danger,0.8703907132148743
9934.000000000002,danger,0.8746579885482788
10001.0,danger,0.8778898119926453
10068.0,danger,0.8744229674339294
10134.0,danger,0.9001129865646362
10201.0,danger,0.8515228629112244
10268.0,danger,0.8566607236862183
10334.0,danger,0.8804506063461304
10401.0,danger,0.9010660648345947
10468.0,danger,0.9095474481582642
10534.0,danger,0.8883675932884216
10601.0,danger,0.889336347579956
10668.000000000002,danger,0.8622622489929199
10734.0,danger,0.7471833825111389
10801.0,danger,0.8310415148735046
10868.0,danger,0.7193954586982727
10934.000000000002,danger,0.7212228178977966
end frame,11201.0,
end frame,11268.0,
end frame,11334.0,
11801.0,mandatory,0.43284982442855835
12001.0,mandatory,0.4421018958091736
12068.0,mandatory,0.5557660460472107
12134.0,mandatory,0.6021255254745483
start frame,16201.0,
start frame,16268.0,
start frame,16334.0,
16534.0,mandatory,0.4502438008785248
16601.0,mandatory,0.8904039263725281
16668.0,mandatory,0.5940396189689636
16734.0,mandatory,0.9156193137168884
17001.0,mandatory,0.42388716340065
17134.0,mandatory,0.8540483713150024
17268.0,mandatory,0.8179154992103577
17534.0,mandatory,0.8113440275192261
17601.0,mandatory,0.5093349814414978
17668.0,mandatory,0.7316737174987793
